会计培训老师（CPA、ACCA、中级会计等方向）,北京中公教育科技有限公司,12500,广州-天河区,民营公司,五险一金 专业培训 绩效奖金 年终奖金 定期体检 带薪年假,无需经验 本科 招若干人,10000人以上
财务咨询顾问,护道者网络科技有限公司,9000,广州-白云区,民营公司,员工旅游 餐饮补贴 年终奖金 单双休 专业培训 法定节假日 下午茶,3-4年经验 本科 招1人,少于50人
售前方案顾问（财务方向）,广州翰智软件有限公司,20833,广州,民营公司,五险一金 交通补贴 餐饮补贴 绩效奖金 年终奖金 定期体检 员工旅游 股票期权,5-7年经验 本科 招若干人,500-1000人
代理记账会计经理,广州天源税务师事务所（普通合伙）,7000,广州-天河区,民营公司,周末双休 带薪年假 五险一金 节日福利 全勤奖 绩效奖金 通讯补贴,3-4年经验 本科 招2人,少于50人
财务总监,广州元通电子商务科技有限公司,30000,广州,民营公司,五险一金 定期体检 餐饮补贴 年终奖金 专业培训 周末双休 节日福利,5-7年经验 本科 招1人,少于50人
高级财务经理(广州公司上班),广西优居科技有限公司,17500,异地招聘,民营公司,五险 绩效奖金,5-7年经验 本科 招1人,1000-5000人
财务管培生,广西太古可口可乐饮料有限公司,5250,广州,合资,,在校生/应届生 本科 招5人,
高级财务经理,广州优居房地产经纪有限公司,17500,广州-海珠区,民营公司,转正买社保 专业房产知识 高级写字楼 节假日礼品 员工生日会,5-7年经验 本科 招1人,500-1000人
财务总监,文峰荟（广州）创业投资管理有限公司,45833,广州,民营公司,专业培训 出国机会 员工旅游 五险一金 弹性工作 定期体检 通讯补贴 补充医疗保险 股票期权 周四运动聚餐,10年以上经验 本科 招1人,少于50人
财务副总经理,韵洪传播科技（广州）有限公司,21000,广州-越秀区,国企,五险一金,5-7年经验 本科 招1人,150-500人
财务经理,德高信控股集团有限公司,21666,广州-越秀区,民营公司,五险一金 专业培训 通讯补贴 定期体检 年终奖金 正装补贴 晋升空间大 企业文化好 带薪年假 绩效奖金,8-9年经验 本科 招1人,150-500人
集团内控经理,广东全优加教育发展有限公司,16500,广州-天河区,民营公司,餐饮补贴 专业培训 绩效奖金 年终奖金 补充医疗保险 五险一金 周末双休,5-7年经验 本科 招1人,1000-5000人
财务副经理,广州广电运通金融电子股份有限公司,14583,广州,上市公司,五险一金 餐饮补贴 定期体检 免费班车 补充医疗保险 年终奖金,8-9年经验 本科 招若干人,10000人以上
成本会计（总部）,广州金逸影视传媒股份有限公司,5250,广州,上市公司,五险一金 免费观影 周末双休 包午餐,1年经验 本科 招1人,5000-10000人
财务主管,广州海伦堡物业管理有限公司,9500,广州-番禺区,民营公司,五险一金 免费班车 交通补贴 餐饮补贴 绩效奖金 弹性工作 包住 带薪年假,2年经验 本科 招1人,1000-5000人
财务经理,珠江惠仁医疗健康投资有限公司从化医养服务分公司,17500,广州-从化区,民营公司,五险一金 交通补贴 餐饮补贴 通讯补贴 绩效奖金 定期体检 员工旅游,8-9年经验 本科 招1人,150-500人
财务总监,德致商成信息科技集团有限公司,41666,广州-天河区,民营公司,全勤奖 带薪年假 工龄奖 五险 生日会 员工旅游 周末双休,10年以上经验 本科 招1人,150-500人
财务总监（双休+五险一金）,广东拓臣科技发展有限公司,20000,广州-白云区,民营公司,带薪年假 法定假期 带薪培训 节日福利 绩效奖金 全勤奖 员工旅游 通讯补贴 社保福利 周末双休,10年以上经验 本科 招1人,50-150人
Financial Manager(want Malaysian),广州友谊人力资源服务有限公司,35000,异地招聘,国企,周末双休 专业培训 五险一金,5-7年经验 本科 招1人,50-150人
财务经理（急招）,广州佰业丰食品有限公司,12500,广州-海珠区,民营公司,,5-7年经验 本科 招1人,
会计主管/ Head of Accounts,协力管理咨询（深圳）有限公司上海分公司,20000,广州,外资（非欧美）,五险一金,10年以上经验 本科 招1人,150-500人
风险管理项目经理,致同会计师事务所广东分所,12500,广州,民营公司,周末双休 弹性工作 五险一金 带薪年假 绩效奖金 节日福利 专业培训 通讯补贴 高温补贴,3-4年经验 本科 招若干人,1000-5000人
高级财务经理,三七互娱,27500,广州,上市公司,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 电脑补助,8-9年经验 本科 招1人,1000-5000人
跨境电商财务主管（公积金、社保、大小周）,广州唯非网络科技有限公司,11500,广州-白云区,民营公司,,5-7年经验 本科 招1人,少于50人
财务主任-总账（南沙）,维他奶（上海）有限公司,10000,广州-南沙区,外资（欧美）,周末双休 带薪年假 五险一金 餐饮补贴 员工旅游 通讯补贴 专业培训 年终奖金 定期体检,5-7年经验 本科 招2人,500-1000人
财务总监,华康海宇财富管理有限公司,30000,广州-黄埔区,民营公司,五险一金 定期体检 员工旅游 绩效奖金 节日福利 周末双休 法定假期,10年以上经验 本科 招1人,10000人以上
财务总监,广州兆成景置业有限公司,16000,广州,民营公司,做五休二 周末双休 带薪年假 五险一金 绩效奖金 节日福利 专业培训 交通补贴 员工旅游 定期体检,5-7年经验 本科 招1人,50-150人
投资经理,广州花城创业投资管理有限公司,18750,广州-天河区,民营公司,五险一金 补充医疗保险 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检 专业培训,3-4年经验 本科 招1人,少于50人
核算资深总账会计 (MJ002789),SHEIN,18500,异地招聘,民营公司,,在校生/应届生 本科 招若干人,5000-10000人
审计助理,York Best Consulting Co., Limited Guangzhou Representative Office 香港日达咨询服务有限公司广州代表处,3750,广州-越秀区,外企代表处,餐饮补贴 年终奖金 五险 出差补贴,1年经验 本科 招1人,少于50人
首席财务官CFO,深圳市企企通科技有限公司,30000,广州-天河区,民营公司,五险一金 员工旅游 专业培训 弹性工作 餐饮补贴 交通补贴 绩效奖金 周末双休,10年以上经验 本科 招1人,500-1000人
应收助理经理,香港新世界集团成员-K11 Concepts Limited,19000,广州-天河区,外资（非欧美）,,8-9年经验 本科 招1人,150-500人
会计文员,广州青年之家物业管理有限公司,5500,广州-天河区,民营公司,五险一金 绩效奖金 弹性工作 做五休二 节日福利 专业培训 全勤奖 带薪年假,1年经验 本科 招1人,少于50人
IT审计岗,广发银行股份有限公司信用卡中心,16666,广州,合资,五险一金 餐饮补贴 年终奖金 定期体检,1年经验 本科 招1人,10000人以上
FSSC总监,广州恩飞投资有限公司,45833,广州-越秀区,民营公司,五险一金 餐饮补贴 补充医疗保险 补充公积金 专业培训 出国机会 员工旅游 绩效奖金 免费班车 年终奖金,10年以上经验 大专 招1人,500-1000人
财务经理（外派）,广州粤泰集团股份有限公司,20000,广州,上市公司,五险一金 通讯补贴 绩效奖金 年终奖金 交通补贴 股票期权 周末双休,5-7年经验 本科 招3人,500-1000人
财务实习生,天健会计师事务所（特殊普通合伙）广东分所,1750,广州-黄埔区,民营公司,免费班车 弹性工作 交通补贴,在校生/应届生 本科 招3人,150-500人
高级课程研发,广东中审软件技术有限公司,9000,广州-天河区,民营公司,周末双休 带薪年假 节日福利 五险一金,2年经验 本科 招2人,50-150人
投资研究员,广东省联泰集团有限公司,9000,异地招聘,民营公司,五险一金 通讯补贴 定期体检 年终奖金 包吃 包住宿,2年经验 本科 招1人,5000-10000人
财务副总监/高级会计师,广州市白云泵业集团有限公司,30000,广州-黄埔区,民营公司,五险一金 免费班车 员工旅游 年终奖金 专业培训,5-7年经验 本科 招1人,1000-5000人
财务经理,广州市保伦电子有限公司,17500,广州-番禺区,合资,年终奖金 绩效奖金 免费班车 五险 住房补贴 餐饮补贴,2年经验 大专 招若干人,1000-5000人
资金主管,安捷利（番禺）电子实业有限公司,15000,广州,外资（非欧美）,五险一金 绩效奖金 专业培训 周末双休 弹性工作 带薪年假 包三餐 包住宿 全勤奖 节日福利,5-7年经验 本科 招1人,1000-5000人
财务储备主管与经理（外派）,开润股份,25000,异地招聘,上市公司,五险一金 餐饮补贴 通讯补贴 弹性工作 年终奖金 绩效奖金,3-4年经验 本科 招4人,1000-5000人
香港审计,广州雅博企业咨询服务有限公司,5750,广州-番禺区,外资（非欧美）,做五休二 周末双休 弹性工作 带薪年假 通讯补贴 五险一金,1年经验 本科 招1人,50-150人
私人银行家，广州,好买财富管理股份有限公司,42500,广州-天河区,民营公司,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 股票期权 定期体检,8-9年经验 大专 招3人,500-1000人
CFO项目教育总监,加速商学院,17500,广州-海珠区,民营公司,,5-7年经验 本科 招1人,少于50人
财务副经理,广州快批信息科技有限公司,12500,广州-海珠区,创业公司,下午茶 五险一金 员工旅游 专业培训 绩效奖金 年终奖金,8-9年经验 本科 招1人,150-500人
总账经理,UR 快尚时装有限公司,20000,广州-白云区,民营公司,周末双休 五险一金 绩效奖金 年终奖金 带薪年假 专业培训 免费班车 置装费 员工折扣 补充医疗保险,5-7年经验 本科 招1人,5000-10000人
集团财务经理,广州泛亚聚酯有限公司,20000,广州-黄埔区,外资（非欧美）,五险一金 绩效奖金 5天8小时 免费班车 专业培训 餐饮补贴,8-9年经验 本科 招1人,150-500人
管理咨询经理,天职国际会计师事务所（特殊普通合伙）,20833,广州-天河区,民营公司,周末双休 带薪年假 五险一金 节日福利 绩效奖金 通讯补贴,5-7年经验 本科 招1人,500-1000人
投资管理岗,广州市增城区城市建设投资集团有限公司,25000,广州-增城区,国企,周末双休 带薪年假 五险一金 绩效奖金 节日福利 高温补贴,3-4年经验 本科 招1人,500-1000人
财务经理,广东信达地产有限公司,17500,广州-海珠区,国企,五险一金 补充医疗保险 年终奖金 绩效奖金 交通补贴 通讯补贴,8-9年经验 本科 招若干人,10000人以上
财务部总经理,广东元邦集团有限公司,30000,广州,民营公司,五险一金 带薪年假 节日福利,10年以上经验 本科 招若干人,500-1000人
Finance Officer-Tax,屈臣氏个人用品商店有限公司,5500,广州-越秀区,外资（非欧美）,五险一金 补充医疗保险 年终奖金 弹性工作 专业培训,2年经验 大专 招1人,10000人以上
税务经理,广州四九游网络科技有限公司,12500,广州-天河区,民营公司,做五休二 周末双休 弹性工作 带薪年假 五险一金 专业培训 节日福利 全勤奖 绩效奖金 餐饮补贴,5-7年经验 本科 招2人,150-500人
财务总监,广东创智智能装备有限公司,17500,异地招聘,民营公司,五险 绩效奖金 包吃包住 带薪年假 出国机会 定期体检 年终奖金,招若干人,150-500人
审计助理/审计员,青叶顾问（广州）有限公司,4500,广州-天河区,外资（非欧美）,五险一金 员工旅游 绩效奖金 补充医疗保险 带薪年假 周末双休 节日福利,在校生/应届生 本科 招若干人,50-150人
财务分析咨询顾问,广州必云信息科技有限责任公司,8000,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,1年经验 本科 招5人,50-150人
财务经理,广东奥园商业地产集团有限公司,12500,广州,上市公司,五险一金 年终奖金 定期体检 专业培训 包吃包住,5-7年经验 本科 招1人,1000-5000人
会计/财务经理（广州项目）,港中旅（珠海）海泉湾有限公司,9000,广州-海珠区,国企,五险一金 包吃 包住宿 带薪年假 交通补贴 高温补贴,2年经验 本科 招1人,1000-5000人
财务经理（城市更新）,广东奥园城市更新集团有限公司,25000,广州-番禺区,上市公司,五险一金 年终奖金 定期体检 专业培训 包吃包住,5-7年经验 本科 招1人,150-500人
财务总监,广东省中星投资有限公司,27500,广州-花都区,民营公司,五险一金 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 弹性工作 定期体检,5-7年经验 本科 招1人,50-150人
商科专业课教师,广东金融学院国际本科中心,12500,广州-天河区,民营公司,五险一金 免费班车 出国机会 专业培训 弹性工作,1年经验 硕士 招若干人,50-150人
财务分析（高级）主管/主任,广州新城市投资控股集团有限公司,10000,广州-天河区,民营公司,五险一金 员工旅游 年终奖金 定期体检 餐饮补贴 绩效奖金 专业培训,3-4年经验 本科 招1人,50-150人
海外基金估值,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 补充公积金 专业培训 股票期权 定期体检 年终奖金,1年经验 本科 招3人,少于50人
税务主任,蓝月亮（中国）有限公司,15000,广州-黄埔区,外资（非欧美）,五险一金 餐饮补贴 绩效奖金 带薪年假 包住宿,3-4年经验 本科 招1人,10000人以上
合并报表主管/经理,全球购骑士特权,15000,广州-天河区,民营公司,五险一金 交通补贴 通讯补贴 年终奖金 定期体检,3-4年经验 本科 招若干人,500-1000人
财务总监(J10299),广州中康资讯股份有限公司,30000,广州-天河区,合资,五险一金 绩效奖金 年终奖金 定期体检 午餐补助 带薪年假 节日福利 节日礼金,8-9年经验 本科 招1人,150-500人
资深审计师（内审）,卓越教育集团-总部,14500,广州-越秀区,上市公司,五险一金 员工旅游 补充医疗保险 专业培训 定期体检,5-7年经验 本科 招1人,5000-10000人
财务高级经理/副总监,美启电力（广东）股份有限公司,22500,异地招聘,合资,五险一金 员工旅游 绩效奖金 年终奖金 定期体检 弹性工作,5-7年经验 本科 招1人,50-150人
经营会计顾问,广州市柏明顿管理顾问有限公司,45000,广州-天河区,民营公司,五险一金 专业培训 员工旅游 年终奖金,10年以上经验 硕士 招2人,150-500人
票据投资交易岗,广发证券股份有限公司,22500,广州-天河区,上市公司,,1年经验 硕士 招1人,10000人以上
会计经理-总账,广东凯捷商业数据处理服务有限公司,17500,异地招聘,外资（欧美）,周末双休 专业培训 商业保险,8-9年经验 本科 招1人,500-1000人
高级国际会计 （Reporting方向） (MJ002385),广州市百果园网络科技有限公司,15000,广州-番禺区,上市公司,餐饮补贴 年终奖金 弹性工作 定期体检,在校生/应届生 本科 招1人,5000-10000人
Senior Consultant, IARCS, Risk Consulting,毕马威中国 KPMG China,20000,广州-天河区,外资（欧美）,五险一金 补充医疗保险 年终奖金 定期体检 专业培训,2年经验 本科 招1人,500-1000人
财务BP/经营分析,广州素隐商贸有限公司,12500,广州-海珠区,民营公司,五险一金 大下周 弹性工作 带薪年假 专业培训 节日福利 加班补贴,3-4年经验 本科 招1人,150-500人
Assistant Manager - Restructuring Services,毕马威中国 KPMG China,18500,广州-天河区,外资（欧美）,五险一金 补充医疗保险 定期体检 年终奖金 专业培训,2年经验 本科 招若干人,150-500人
CFO(会运作上市）,大牛教育,75000,广州,民营公司,五险一金 节日福利 专业培训 全勤奖 绩效奖金 氛围好 加班补贴 办公环境好 年轻团队 晋升机会,10年以上经验 本科 招1人,150-500人
国际课程会计教师,佛山市南海区美伦国际教育中心,14583,异地招聘,民营公司,五险一金 绩效奖金 年终奖金 专业培训,3-4年经验 本科 招若干人,150-500人
财务管培生（经营分析方向）,贪玩游戏,5250,广州-天河区,民营公司,五险一金 定期体检 年终奖金 专业培训 美味三餐 部门团建 全勤奖 带薪年假,在校生/应届生 本科 招1人,1000-5000人
财务副总经理/总经理,佛山宇能创富投资有限公司,30000,异地招聘,民营公司,包吃 绩效奖金 节日福利 员工旅游 年终奖金,无需经验 招1人,50-150人
税务高级主管,广州环亚化妆品科技有限公司（滋源/美肤宝/法兰琳卡）,8000,广州,外资（非欧美）,,2年经验 本科 招1人,1000-5000人
兼并重组交易顾问,信加信（广东）会计师事务所（普通合伙）,12500,广州-天河区,创业公司,,3-4年经验 本科 招1人,少于50人
Manager, Control Testing,汇丰环球客户服务(广东)有限公司,27500,广州-天河区,外资（欧美）,五险一金 绩效奖金 带薪年假 补充医疗保险 专业培训 节日福利 定期体检 加班补助,5-7年经验 本科 招2人,10000人以上
总账会计主管,佛山市云米电器科技有限公司,11000,广州-海珠区,民营公司,五险一金 股票期权 弹性工作 员工旅游,5-7年经验 本科 招1人,500-1000人
注册会计师,北京华审会计师事务所有限公司广东分所,17500,广州-天河区,民营公司,专业培训 五险一金 补充医疗保险 员工旅游 年终奖金,3-4年经验 本科 招若干人,50-150人
审计专员,广州交投睿郡置业有限公司,10416,广州-越秀区,国企,五险一金 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检,在校生/应届生 硕士 招1人,50-150人
售前顾问,上海绎维软件系统有限公司,20000,异地招聘,民营公司,五险一金 补充公积金 年终奖金,5-7年经验 本科 招1人,50-150人
财务分析经理,广州小卫科技有限公司,17500,广州-海珠区,外资（非欧美）,带薪年假 五险一金 加班补贴 节日福利 绩效奖金 专业培训 周末双休 弹性工作,5-7年经验 本科 招1人,150-500人
财务总监,广州悦谦科技有限公司,27500,广州-海珠区,民营公司,五险一金 餐饮补贴 绩效奖金 年终奖金 弹性工作 定期体检,5-7年经验 本科 招1人,50-150人
财务副总,广州市昊志机电股份有限公司,58333,广州-黄埔区,上市公司,五险一金 补充医疗保险 交通补贴 年终奖金 绩效奖金,10年以上经验 本科 招1人,1000-5000人
财务总监,名创优品（广州）有限责任公司,45000,广州-白云区,民营公司,餐饮补贴,10年以上经验 本科 招1人,10000人以上
财务部总经理,前海新华康金融控股（深圳）有限公司,30000,广州-黄埔区,民营公司,五险一金 补充医疗保险 专业培训 绩效奖金 定期体检 节日福利 商业保险 内部编制 周末双休 带薪年假,10年以上经验 本科 招1人,10000人以上
ERP高级售前顾问,广州翰智软件有限公司,29166,广州,民营公司,,5-7年经验 本科 招3人,500-1000人
财务经理（四川、马来西亚人）,广州友谊人力资源服务有限公司,35000,广州,国企,周末双休 专业培训 五险一金,10年以上经验 本科 招1人,50-150人
高级财务经理,三七互娱,42500,广州,上市公司,五险一金 员工旅游 餐饮补贴 年终奖金 笔记本补贴 全勤奖 周末双休 绩效奖金 带薪年假 补充医疗保险,8-9年经验 本科 招1人,1000-5000人
财务主管（社保、公积金、大小周）,广州唯非网络科技有限公司,9000,广州-白云区,民营公司,,5-7年经验 大专 招1人,少于50人
核算高级总账会计 (MJ002787),SHEIN,12500,异地招聘,民营公司,,3-4年经验 本科 招若干人,5000-10000人
高级/资深总账会计 (MJ002777),SHEIN,14000,广州-番禺区,民营公司,,3-4年经验 本科 招若干人,5000-10000人
总账助理经理,香港新世界集团成员-K11 Concepts Limited,17500,广州-天河区,外资（非欧美）,,5-7年经验 本科 招1人,150-500人
公司秘书（会计师/律师）,广州恩飞投资有限公司,25000,广州-越秀区,民营公司,五险一金 餐饮补贴 补充医疗保险 补充公积金 专业培训 出国机会 员工旅游 绩效奖金 免费班车 年终奖金,3-4年经验 本科 招1人,500-1000人
上市房地产财务经理,广州粤泰集团股份有限公司,17500,广州,上市公司,五险一金 年终奖金 交通补贴 通讯补贴 周末双休 节日补贴,5-7年经验 本科 招3人,500-1000人
高级会计师（知识城）,广州市白云泵业集团有限公司,12500,广州-黄埔区,民营公司,五险一金 免费班车 员工旅游 年终奖金 专业培训,5-7年经验 本科 招1人,1000-5000人
私人银行家,好买财富管理股份有限公司,25000,广州,民营公司,五险一金 员工旅游 绩效奖金 专业培训 定期体检,8-9年经验 大专 招2人,500-1000人
高级咨询顾问,天职国际会计师事务所（特殊普通合伙）,14583,广州-天河区,民营公司,五险一金 通讯补贴 专业培训 定期体检 绩效奖金,5-7年经验 本科 招若干人,500-1000人
投后管理岗,广州市增城区城市建设投资集团有限公司,25000,广州-增城区,国企,周末双休 带薪年假 五险一金 绩效奖金 节日福利 高温补贴,3-4年经验 本科 招1人,500-1000人
财务副经理,广州四九游网络科技有限公司,12500,广州-天河区,民营公司,做五休二 周末双休 弹性工作 带薪年假 五险一金 专业培训 节日福利 全勤奖 绩效奖金 餐饮补贴,5-7年经验 本科 招2人,150-500人
财务实施顾问,广州必云信息科技有限责任公司,8000,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,3-4年经验 本科 招5人,50-150人
财务分析高级咨询顾问,广州必云信息科技有限责任公司,12500,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,3-4年经验 本科 招5人,50-150人
高级财务分析项目总监,广州必云信息科技有限责任公司,17500,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,5-7年经验 本科 招2人,50-150人
财务经理,广东奥园商业地产集团有限公司,15000,广州-番禺区,上市公司,五险一金 年终奖金 定期体检 专业培训 通讯补贴 绩效奖金,5-7年经验 本科 招1人,1000-5000人
财务实施项目总监（高薪诚聘）,广州必云信息科技有限责任公司,16000,广州-天河区,民营公司,五险一金 交通补贴 绩效奖金 定期体检 年终奖金 员工旅游,5-7年经验 本科 招2人,50-150人
Fund Accountant,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 补充公积金 专业培训 定期体检 年终奖金,1年经验 本科 招3人,少于50人
基金会计（海外基金）,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 专业培训 定期体检 年终奖金 带薪年假 团队优秀 朝阳行业,1年经验 本科 招3人,少于50人
海外基金会计,广州百顺科技有限公司,7000,广州-越秀区,民营公司,国际经验 五险一金 补充公积金 专业培训 股票期权 定期体检 年终奖金,1年经验 本科 招若干人,少于50人
Consultant, IARCS, Risk Consulting,毕马威中国 KPMG China,12000,广州-天河区,外资（欧美）,五险一金 补充医疗保险 年终奖金 定期体检 专业培训,1年经验 本科 招1人,500-1000人
Associate Director - Restructuring Services,毕马威中国 KPMG China,62500,异地招聘,外资（欧美）,五险一金 补充医疗保险 定期体检 年终奖金 专业培训,8-9年经验 本科 招若干人,150-500人
财务经理,广东奥园城市更新集团有限公司,29166,广州-花都区,上市公司,五险一金 补充医疗保险 补充公积金 员工旅游 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检,5-7年经验 本科 招1人,150-500人
注册资产评估师,信加信（广东）会计师事务所（普通合伙）,14583,广州-天河区,创业公司,,3-4年经验 大专 招2人,少于50人
上市公司审计CPA项目经理,信加信（广东）会计师事务所（普通合伙）,17500,广州-天河区,创业公司,,5-7年经验 本科 招2人,少于50人
高级财务顾问经理,信加信（广东）会计师事务所（普通合伙）,14583,广州-天河区,创业公司,,5-7年经验 本科 招2人,少于50人
会计审计实习生,广州天源税务师事务所（普通合伙）,1500,广州-天河区,民营公司,,在校生/应届生 本科 招6人,少于50人
上市地产财务总监,广州粤泰集团股份有限公司,85000,广州,上市公司,五险一金 带薪年假 通讯补贴 节日福利,10年以上经验 本科 招若干人,500-1000人
财务总监,广州粤泰集团股份有限公司,85000,广州,上市公司,五险一金 带薪年假 通讯补贴 节日福利,10年以上经验 本科 招若干人,500-1000人
高级投资专员,三七互娱,2500,广州,上市公司,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 电脑补助,3-4年经验 本科 招1人,1000-5000人
预算会计,前海新华康金融控股（深圳）有限公司,7000,广州-黄埔区,民营公司,五险一金 补充医疗保险 专业培训 绩效奖金 定期体检 节日福利 商业保险 内部编制 周末双休 带薪年假,3-4年经验 本科 招若干人,10000人以上
